idx,sa1,sa2,sa3,ref1,ref2,ref3
209,4937.873,6679.493,3580.69,4976.027,3831.51,3563.169
209,4926.497,6664.329,3572.903,4966.101,3823.94,3556.418
209,4915.562,6649.471,3565.16,4956.263,3816.369,3549.771
209,4904.682,6634.745,3557.627,4946.626,3809.065,3542.979
209,4893.419,6619.549,3549.722,4937.032,3801.641,3536.278
210,,,,4437.455,3415.98,3176.037
210,4545.852,6148.666,3295.246,4427.245,3408.153,3168.822
210,4537.151,6136.945,3288.865,4420.432,3402.946,3163.921
210,4528.782,6125.558,3282.782,4413.312,3397.453,3159.109
210,4520.04,6113.781,3276.643,4405.926,3391.849,3153.82
210,4511.319,6102.048,3270.616,4398.731,3386.278,3148.719
210,4502.698,6090.316,3264.302,4391.373,3380.672,3143.722
210,4493.521,6077.949,3257.833,4383.748,3374.775,3138.329
210,4484.98,6066.518,3251.897,4376.884,3369.592,3133.561
210,4477.112,6055.996,3246.229,4370.535,3364.664,3129.081
210,4468.868,6044.684,3240.297,4363.52,3359.24,3124.19
211,,,,3992.22,3073.158,2857.947
211,4054.907,5484.523,2939.705,3983.738,3066.658,2851.886
211,4048.223,5475.414,2934.902,3978.455,3062.582,2847.962
211,4041.623,5466.523,2930.219,3972.712,3058.187,2843.955
211,4035.094,5457.657,2925.29,3967.416,3054.181,2840.188
211,4028.46,5448.735,2920.626,3961.531,3049.576,2836.257
211,4021.533,5439.324,2915.776,3955.939,3045.272,2832.273
211,4014.581,5429.939,2910.919,3949.916,3040.722,2828.019
211,4007.466,5420.308,2905.903,3943.943,3036.086,2823.775
211,4000.833,5411.416,2901.016,3938.543,3031.926,2820.035
211,3993.914,5402.112,2896.078,3932.766,3027.421,2815.982
212,,,,3475.765,2675.496,2488.665
212,3547.387,4797.895,2572.086,3467.621,2669.2,2482.739
212,3541.498,4790.009,2567.907,3463.393,2665.965,2479.755
212,3537.549,4784.669,2565.134,3459.498,2662.989,2476.945
212,3531.777,4776.721,2561.025,3455.157,2659.679,2473.937
212,3526.867,4770.213,2557.476,3450.991,2656.441,2470.975
212,3521.839,4763.261,2553.762,3446.778,2653.185,2468.167
212,3516.765,4756.468,2550.158,3442.659,2650.057,2465.193
212,3511.533,4749.534,2546.522,3438.12,2646.516,2461.95
212,3506.388,4742.607,2542.965,3433.925,2643.391,2459.022
212,3501.322,4735.58,2539.216,3429.576,2639.943,2456.055
213,,,,2995.258,2305.525,2144.896
213,3049.442,4124.354,2211.568,2987.795,2299.728,2139.558
213,3044.649,4117.812,2207.992,2984.401,2297.231,2137.131
213,3040.915,4112.763,2205.296,2981.28,2294.721,2134.832
213,3037.333,4107.983,2202.671,2978.286,2292.435,2132.774
213,3033.672,4102.992,2200.297,2975.153,2289.95,2130.481
213,3029.872,4097.822,2197.529,2971.99,2287.548,2128.177
213,3025.955,4092.498,2194.336,2968.577,2285.006,2125.865
213,3022.159,4087.487,2191.696,2965.763,2282.878,2123.993
213,3018.147,4082.058,2188.795,2962.052,2280.034,2121.428
213,3014.357,4076.866,2186.14,2958.937,2277.518,2119.132
214,,,,2485.114,1912.759,1779.807
214,2544.32,3441.089,1845.421,2478.162,1907.385,1774.776
214,2540.33,3435.588,1842.561,2475.597,1905.367,1772.967
214,2538.278,3432.815,1841.146,2473.287,1903.596,1771.292
214,2534.912,3428.156,1838.528,2471,1901.917,1769.648
214,2532.343,3424.735,1836.819,2468.773,1900.172,1768.05
214,2529.708,3421.2,1834.893,2466.615,1898.499,1766.561
214,2527.161,3417.741,1832.992,2464.256,1896.65,1764.942
214,2524.158,3413.687,1830.89,2461.968,1894.862,1763.328
214,2521.359,3409.923,1828.984,2459.656,1893.124,1761.646
214,2518.553,3406.171,1826.828,2457.244,1891.221,1759.975
215,,,,1985.165,1527.788,1421.85
215,2029.779,2744.904,1472.334,1977.212,1521.618,1416.155
215,2025.441,2739.085,1469.138,1974.353,1519.415,1414.119
215,2023.034,2735.737,1467.35,1972.486,1518.031,1412.672
215,2021.131,2733.228,1466.054,1970.905,1516.837,1411.643
215,2019.33,2730.85,1464.688,1969.407,1515.668,1410.487
215,2017.65,2728.469,1463.391,1967.931,1514.424,1409.322
215,2015.946,2726.301,1462.06,1966.435,1513.341,1408.258
215,2014.202,2723.82,1460.84,1965.035,1512.343,1407.316
215,2012.503,2721.501,1459.73,1963.69,1511.262,1406.323
215,2011.406,2720.033,1458.812,1962.114,1510.043,1405.224
216,,,,1511.443,1162.723,1079.959
216,1532.662,2071.737,1109.03,1503.4,1156.518,1074.151
216,1528.32,2065.874,1105.773,1500.662,1154.369,1072.104
216,1526.214,2062.996,1104.199,1499.087,1153.194,1070.956
216,1524.825,2061.133,1103.236,1497.93,1152.27,1070.005
216,1523.572,2059.462,1102.301,1496.841,1151.42,1069.429
216,1522.484,2057.954,1101.547,1495.946,1150.716,1068.54
216,1521.674,2056.852,1100.894,1495.125,1150.088,1068.032
216,1520.404,2055.135,1099.812,1494.145,1149.37,1067.332
216,1519.361,2053.687,1099.149,1493.193,1148.6,1066.647
216,1518.37,2052.385,1098.418,1492.402,1148.008,1066.084
217,,,,1020.935,785.219,729.148
217,1032.187,1394.961,746.466,1013.845,779.69,723.999
217,1028.033,1389.297,743.47,1010.971,777.494,721.933
217,1025.965,1386.522,742.022,1009.525,776.349,720.924
217,1024.638,1384.71,741.046,1008.583,775.57,720.112
217,1023.733,1383.453,740.257,1007.692,774.886,719.513
217,1022.902,1382.383,739.709,1007.023,774.408,718.995
217,1022.305,1381.537,739.214,1006.401,773.887,718.523
217,1021.681,1380.674,738.825,1005.915,773.512,718.185
217,1021.088,1379.891,738.301,1005.39,773.132,717.781
217,1020.555,1379.17,737.945,1005.001,772.833,717.506
218,,,,4689.627,3609.534,3355.228
218,4836.437,6541.306,3504.406,4708.944,3624.688,3368.755
218,4839.868,6546.018,3506.573,4707.639,3623.776,3368.115
218,4833.727,6537.673,3502.461,4701.553,3619.204,3363.748
218,4824.928,6526.009,3496.099,4694.127,3613.566,3358.641
218,4815.027,6512.633,3489.056,4685.661,3607.041,3352.765
218,4804.549,6498.359,3481.539,4677.028,3600.478,3346.845
218,4794.21,6484.487,3474.408,4668.571,3593.882,3340.847
218,4783.395,6469.887,3466.741,4659.629,3587.081,3334.544
218,4772.621,6455.419,3458.923,4650.526,3580.116,3328.392
218,4761.737,6440.467,3451.407,4641.662,3573.286,3322.163
219,,,,4581.456,3525.158,3269.467
219,4710.064,6368.307,3403.991,4606.603,3544.441,3287.27
219,4711.336,6369.913,3404.776,4603.737,3542.415,3284.932
219,4703.631,6359.598,3399.298,4596.514,3536.785,3279.888
219,4694.86,6347.608,3392.651,4589.294,3531.269,3274.643
219,4685.338,6334.815,3385.695,4581.393,3525.199,3269.225
219,4675.711,6321.602,3379.095,4573.651,3519.138,3263.55
219,4666.345,6309.135,3372.294,4565.929,3513.332,3258.036
219,4656.821,6296.242,3365.455,4558.078,3507.276,3252.679
219,4647.176,6283.085,3358.435,4550.419,3501.362,3247.244
219,4637.409,6269.884,3351.404,4542.172,3495.067,3241.296
220,,,,3951.882,3040.634,2819.355
220,3977.552,5377.374,2873.363,3938.798,3030.375,2809.912
220,3968.969,5365.604,2867.377,3932.88,3025.94,2805.552
220,3962.205,5356.476,2862.565,3927.375,3021.641,2801.615
220,3955.751,5347.848,2858.101,3922.101,3017.61,2798.167
220,3949.238,5339.026,2853.276,3916.554,3013.381,2794.29
220,3942.521,5329.929,2848.665,3911.104,3009.059,2790.168
220,3936.046,5321.208,2843.868,3905.733,3004.974,2786.441
220,3929.684,5312.575,2839.335,3900.346,3000.833,2782.623
220,3923.456,5304.205,2834.689,3895.201,2996.94,2778.883
220,3917.123,5295.666,2830.109,3889.91,2992.768,2774.997
221,,,,3481.148,2678.104,2483.253
221,3576.219,4834.506,2583.281,3476.693,2674.597,2479.883
221,3572.099,4828.885,2580.373,3473.506,2672.238,2477.511
221,3567.769,4823.044,2576.972,3470.043,2669.54,2474.735
221,3563.098,4816.688,2573.578,3466.321,2666.685,2472.141
221,3558.451,4810.32,2570.046,3462.736,2663.928,2469.437
221,3553.64,4803.8,2566.341,3458.993,2660.935,2466.572
221,3548.671,4797.157,2562.802,3454.91,2657.832,2463.63
221,3543.631,4790.223,2559.11,3450.949,2654.821,2460.787
221,3538.646,4783.424,2555.333,3447.067,2651.75,2458.068
221,3533.697,4776.854,2551.892,3443.232,2648.757,2455.147
222,,,,2970.718,2285.013,2117.736
222,3013.115,4072.598,2175.159,2962.988,2279.044,2111.833
222,3008.275,4065.931,2171.553,2959.704,2276.445,2109.479
222,3005.012,4061.447,2169.028,2957.269,2274.539,2107.567
222,3001.741,4057.076,2166.426,2954.631,2272.562,2105.569
222,2998.387,4052.538,2163.951,2951.999,2270.529,2103.724
222,2994.958,4047.848,2161.409,2949.351,2268.428,2101.616
222,2991.74,4043.553,2158.862,2946.609,2266.316,2099.719
222,2988.223,4038.684,2156.354,2943.905,2264.258,2097.636
222,2984.703,4033.924,2153.835,2941,2261.949,2095.435
222,2981.268,4029.269,2151.174,2938.387,2259.951,2093.495
223,,,,2490.706,1916.228,1778.927
223,2547.898,3444.636,1842.858,2485.137,1911.864,1774.836
223,2544.783,3440.357,1840.453,2483.209,1910.391,1773.211
223,2542.543,3437.225,1838.707,2481.42,1909.033,1771.982
223,2540.372,3434.264,1836.988,2479.789,1907.794,1770.727
223,2538.041,3431.181,1835.265,2477.901,1906.29,1769.3
223,2535.566,3427.776,1833.33,2476.1,1904.866,1767.759
223,2533.236,3424.731,1831.701,2474.134,1903.321,1766.376
223,2530.81,3421.402,1829.654,2472.364,1901.955,1765.057
223,2528.401,3418.08,1827.953,2470.35,1900.412,1763.534
223,2526.014,3414.751,1826.098,2468.543,1898.981,1762.041
224,,,,1972.041,1517.331,1410.63
224,2023.627,2736.096,1465.903,1964.209,1511.281,1404.92
224,2019.582,2730.556,1462.852,1961.807,1509.397,1403.09
224,2017.376,2727.592,1461.336,1960.209,1508.163,1401.971
224,2015.79,2725.433,1459.862,1959.051,1507.272,1400.967
224,2014.269,2723.347,1458.763,1957.937,1506.383,1400.055
224,2012.791,2721.415,1457.641,1956.851,1505.487,1399.103
224,2011.443,2719.554,1456.53,1955.598,1504.569,1398.194
224,2009.822,2717.34,1455.312,1954.549,1503.737,1397.369
224,2008.489,2715.413,1454.086,1953.432,1502.861,1396.502
224,2006.986,2713.312,1453.041,1952.343,1501.957,1395.566
225,,,,1507.6,1159.685,1077.541
225,1523.242,2059.103,1102.475,1499.605,1153.519,1071.7
225,1519.155,2053.529,1099.371,1497.097,1151.561,1069.728
225,1517.193,2050.791,1097.935,1495.619,1150.345,1068.575
225,1516.049,2049.318,1096.908,1494.864,1149.796,1068.05
225,1515.002,2047.835,1096.078,1494.025,1149.105,1067.222
225,1514.147,2046.713,1095.416,1493.261,1148.545,1066.66
225,1513.188,2045.337,1094.743,1492.562,1147.975,1066.067
225,1512.412,2044.286,1094.022,1491.827,1147.359,1065.462
225,1511.557,2043.172,1093.327,1491.144,1146.877,1064.996
225,1510.752,2042.047,1092.696,1490.54,1146.386,1064.494
226,,,,1017.316,782.281,726.097
226,1030.078,1391.962,744.577,1009.925,776.551,720.7
226,1025.951,1386.434,741.48,1007.144,774.394,718.674
226,1023.857,1383.508,739.867,1005.648,773.179,717.596
226,1022.621,1381.798,739.099,1004.694,772.476,716.853
226,1021.775,1380.667,738.357,1004.048,771.955,716.326
226,1021.171,1379.855,737.812,1003.499,771.523,715.822
226,1020.646,1379.109,737.371,1003.114,771.238,715.56
226,1020.139,1378.412,736.959,1002.753,770.91,715.15
226,1019.692,1377.743,736.564,1002.359,770.552,714.842
226,1019.31,1377.218,736.263,1002.082,770.408,714.613
227,,,,5054.747,3889.16,3614.937
227,4985.423,5783.601,3595.717,5054.978,3889.595,3615.096
227,4980.454,5777.879,3592.237,5046.842,3883.329,3609.55
227,4971.396,5767.413,3585.846,5036.728,3875.587,3602.468
227,4961.307,5755.599,3578.806,5026.074,3867.397,3594.981
227,4950.839,5743.659,3571.637,5015.094,3858.885,3587.318
227,4940.414,5731.575,3564.271,5004.039,3850.428,3579.626
227,4929.728,5719.127,3556.826,4992.884,3841.853,3571.963
227,4919.082,5706.73,3549.414,4981.949,3833.571,3564.535
227,4908.559,5694.69,3542.011,4970.856,3824.98,3556.587
227,4897.83,5682.28,3534.519,4960.09,3816.735,3549.075
228,,,,4463.504,3431.975,3179.033
228,4571.761,5300.262,3283.94,4452.853,3423.902,3171.529
228,4563.722,5290.995,3278.528,4445.183,3417.949,3165.92
228,4556.106,5282.212,3272.785,4437.516,3412.168,3160.681
228,4548.213,5273,3267.263,4429.292,3405.937,3154.931
228,4539.63,5263.082,3261.308,4421.028,3399.541,3149.302
228,4531.436,5253.808,3255.653,4412.954,3393.31,3143.806
228,4523.028,5243.976,3249.88,4404.853,3387.197,3138.188
228,4515.11,5234.916,3244.413,4396.985,3381.136,3132.72
228,4507.25,5225.806,3238.807,4389.293,3375.239,3127.371
228,4499.455,5216.834,3233.195,4381.754,3369.405,3121.887
229,,,,3992.771,3070.442,2845.47
229,4006.474,4645.122,2879.451,3981.788,3061.828,2837.628
229,3999.97,4637.668,2875,3975.793,3057.245,2833.459
229,3994.461,4631.299,2871.135,3970.247,3052.966,2829.478
229,3989.032,4625.004,2867.364,3964.454,3048.565,2825.459
229,3983.364,4618.474,2863.286,3958.581,3044.11,2821.516
229,3977.81,4611.979,2859.296,3952.537,3039.508,2817.274
229,3972.125,4605.482,2855.333,3946.866,3035.038,2813.328
229,3966.512,4599.074,2851.685,3941.139,3030.768,2809.347
229,3961.02,4592.813,2847.754,3935.321,3026.367,2805.357
229,3955.382,4586.112,2843.701,3929.507,3021.858,2801.269
230,,,,3482.004,2678.491,2488.566
230,3541.817,4108.029,2552.562,3474.248,2672.624,2482.621
230,3537.265,4102.667,2549.306,3470.194,2669.418,2479.813
230,3533.488,4098.355,2546.633,3466.154,2666.344,2477.043
230,3529.582,4093.69,2543.694,3462.127,2663.238,2474.022
230,3525.382,4088.956,2540.845,3457.68,2659.806,2471.008
230,3521.196,4084.075,2537.746,3453.41,2656.553,2467.974
230,3516.954,4079.114,2534.665,3449.084,2653.206,2464.759
230,3512.767,4074.174,2531.682,3444.827,2649.83,2461.759
230,3508.317,4069.113,2528.598,3440.46,2646.549,2458.744
230,3504.15,4064.252,2525.652,3436.072,2643.245,2455.677
231,,,,2995.217,2303.975,2140.755
231,3035.275,3520.403,2187.756,2987.66,2298.185,2135.234
231,3031.319,3515.739,2184.983,2984.426,2295.708,2132.759
231,3028.373,3512.271,2182.784,2981.439,2293.397,2130.814
231,3025.497,3509.038,2180.854,2978.268,2290.875,2128.586
231,3022.629,3505.629,2178.628,2975.391,2288.726,2126.385
231,3019.552,3502.241,2176.4,2972.082,2286.229,2124.038
231,3016.427,3498.585,2174.176,2968.816,2283.697,2121.872
231,3013.274,3494.816,2171.885,2965.71,2281.28,2119.393
231,3010.137,3491.119,2169.864,2962.472,2278.798,2117.086
231,3007.019,3487.538,2167.405,2959.175,2276.25,2114.75
232,,,,2485.509,1911.804,1776.183
232,2528.19,2932.069,1822.361,2477.829,1905.806,1770.726
232,2524.609,2927.896,1819.537,2475.166,1903.785,1768.842
232,2522.411,2925.239,1817.96,2472.945,1902.046,1767.228
232,2520.337,2922.839,1816.475,2470.827,1900.414,1765.646
232,2518.286,2920.621,1815.037,2468.666,1898.763,1764.17
232,2516.153,2917.999,1813.422,2466.448,1897.07,1762.434
232,2513.897,2915.442,1811.755,2464.045,1895.232,1760.859
232,2511.647,2912.845,1810.193,2461.629,1893.337,1759.171
232,2509.355,2910.106,1808.522,2459.437,1891.723,1757.594
232,2507.189,2907.7,1807.02,2457.207,1889.997,1756.015
233,,,,1981.27,1523.852,1415.971
233,2042.576,2368.692,1472.155,1974.084,1518.245,1410.615
233,2039.044,2364.531,1469.429,1971.64,1516.325,1408.796
233,2037.175,2362.376,1467.995,1969.943,1515.062,1407.686
233,2035.646,2360.569,1467.058,1968.498,1513.915,1406.501
233,2034.246,2358.975,1466.056,1966.939,1512.777,1405.567
233,2032.823,2357.371,1465.032,1965.572,1511.707,1404.535
233,2031.37,2355.669,1463.967,1964.049,1510.504,1403.513
233,2029.811,2353.943,1462.875,1962.485,1509.346,1402.249
233,2028.414,2352.212,1461.927,1961.082,1508.269,1401.277
233,2026.998,2350.643,1460.798,1959.541,1507.085,1400.121
234,,,,1509.761,1160.54,1075.749
234,1538.079,1782.678,1105.269,1501.506,1154.154,1069.77
234,1533.852,1777.77,1102.185,1498.755,1152.073,1067.848
234,1531.96,1775.643,1100.869,1497.256,1150.878,1066.813
234,1530.668,1774.162,1099.86,1496.03,1149.923,1065.854
234,1529.661,1772.939,1099.145,1494.961,1149.171,1065.111
234,1528.645,1771.734,1098.468,1493.977,1148.384,1064.36
234,1527.754,1770.705,1097.848,1493.088,1147.676,1063.792
234,1526.986,1769.833,1097.191,1492.211,1146.999,1063.092
234,1526.07,1768.76,1096.658,1491.301,1146.326,1062.352
234,1525.253,1767.811,1095.985,1490.372,1145.598,1061.872
235,,,,1022.198,785.909,730.058
235,1035.089,1200.033,745.645,1014.676,780.091,724.698
235,1030.9,1195.119,742.554,1011.815,777.897,722.547
235,1028.764,1192.678,741.018,1010.16,776.598,721.397
235,1027.549,1191.199,740.096,1009.11,775.776,720.652
235,1026.63,1190.117,739.417,1008.288,775.185,720.105
235,1025.933,1189.31,738.916,1007.638,774.657,719.584
235,1025.396,1188.736,738.598,1007.068,774.19,719.249
235,1024.858,1188.085,738.111,1006.532,773.787,718.824
235,1024.4,1187.538,737.8,1006.065,773.477,718.471
235,1023.909,1186.937,737.496,1005.56,773.062,718.112
236,,,,5055.027,3889.205,3614.144
236,5029.572,5834.569,3626.371,5055.327,3889.477,3613.994
236,5025.135,5829.368,3623.179,5047.76,3883.734,3608.531
236,5016.479,5819.379,3616.863,5037.947,3876.18,3601.542
236,5006.86,5808.174,3609.89,5027.226,3867.932,3593.887
236,4996.081,5795.688,3602.014,5016.283,3859.537,3586.019
236,4985.432,5783.215,3594.519,5004.907,3850.749,3577.883
236,4974.221,5770.303,3586.333,4993.44,3841.94,3569.714
236,4963.342,5757.673,3578.624,4982.139,3833.202,3561.843
236,4952.387,5744.962,3570.576,4971.079,3824.732,3553.966
236,4941.684,5732.633,3563.286,4959.947,3816.237,3546.048
237,,,,4468.734,3437.88,3194.336
237,4504.714,5225.336,3247.368,4454.37,3426.825,3184.075
237,4495.378,5214.475,3240.624,4446.076,3420.38,3177.895
237,4486.984,5204.77,3234.673,4437.383,3413.787,3171.928
237,4478.629,5195.138,3228.791,4428.755,3407.12,3165.937
237,4469.968,5185.182,3222.429,4420.176,3400.536,3159.797
237,4461.531,5175.326,3216.515,4411.731,3394.111,3153.679
237,4453.58,5166.189,3210.793,4403.695,3387.9,3148.098
237,4445.361,5156.509,3205.089,4395.288,3381.38,3142.238
237,4437.057,5146.909,3199.073,4386.692,3374.763,3135.948
237,4428.813,5137.277,3193.041,4378.152,3368.288,3129.882
238,,,,3978.337,3059.677,2837.712
238,4042.371,4687.5,2908.045,3968.432,3051.991,2830.465
238,4035.39,4679.376,2902.866,3961.89,3046.897,2825.819
238,4029.346,4672.392,2898.518,3955.612,3042.168,2821.418
238,4022.892,4664.963,2894.048,3948.894,3036.952,2816.762
238,4016.141,4657.171,2889.22,3942.444,3032.102,2812.173
238,4009.545,4649.479,2884.552,3935.568,3026.716,2807.483
238,4002.89,4641.794,2879.99,3928.942,3021.709,2802.73
238,3996.097,4633.911,2875.096,3922.078,3016.322,2797.877
238,3989.241,4626.006,2870.253,3915.202,3011.052,2793.081
238,3982.323,4618.033,2865.416,3908.317,3005.807,2788.319
239,,,,3474.166,2672.697,2484.907
239,3553.216,4121.525,2563.002,3465.754,2666.119,2478.749
239,3547.833,4115.359,2559.149,3461.123,2662.571,2475.332
239,3543.295,4110.056,2555.696,3456.084,2658.738,2471.707
239,3538.028,4103.899,2552.223,3450.846,2654.644,2468.239
239,3532.968,4098.089,2548.624,3445.87,2650.989,2464.733
239,3527.877,4092.2,2545.048,3440.562,2646.807,2460.911
239,3522.46,4085.825,2541.089,3434.99,2642.556,2457.062
239,3517.215,4079.785,2537.438,3429.937,2638.676,2453.367
239,3511.978,4073.762,2533.802,3424.733,2634.66,2449.746
239,3507.014,4068.015,2530.273,3419.635,2630.711,2446.28
240,,,,2978.407,2291.241,2130.989
240,3053.249,3541.532,2203.253,2970.953,2285.429,2125.558
240,3048.728,3536.391,2200.08,2967.12,2282.523,2123.096
240,3045.306,3532.401,2197.485,2963.541,2279.812,2120.388
240,3041.657,3528.147,2194.973,2959.851,2276.994,2117.766
240,3037.874,3523.689,2192.25,2956.037,2273.992,2115.196
240,3034.191,3519.556,2189.698,2952.351,2271.231,2112.516
240,3030.52,3515.382,2186.982,2948.693,2268.461,2109.951
240,3026.781,3510.965,2184.317,2944.822,2265.492,2107.142
240,3022.847,3506.465,2181.619,2941.02,2262.538,2104.695
240,3019.214,3502.215,2178.982,2937.217,2259.66,2101.86
241,,,,2503.499,1925.265,1787.197
241,2539.827,2945.087,1828.764,2496.121,1919.628,1781.806
241,2535.903,2940.501,1825.685,2492.868,1917.101,1779.462
241,2533.116,2937.389,1823.858,2490.318,1915.1,1777.755
241,2530.491,2934.27,1821.906,2487.4,1912.952,1775.806
241,2527.749,2931.177,1820.082,2484.602,1910.814,1773.653
241,2525.183,2928.184,1818.211,2481.936,1908.716,1771.905
241,2522.457,2925.091,1816.295,2478.983,1906.435,1769.774
241,2519.747,2921.917,1814.319,2476.295,1904.375,1767.94
241,2517.149,2918.842,1812.51,2473.637,1902.43,1766.031
241,2514.511,2915.931,1810.615,2470.953,1900.291,1764.391
242,,,,1972.059,1516.485,1408.186
242,2028.748,2352.344,1460.976,1964.074,1510.372,1402.313
242,2024.511,2347.471,1457.855,1960.876,1507.881,1400.192
242,2022.135,2344.783,1456.205,1958.796,1506.239,1398.656
242,2020.255,2342.547,1454.833,1956.929,1504.826,1397.337
242,2018.649,2340.68,1453.734,1955.282,1503.548,1396.225
242,2016.875,2338.572,1452.42,1953.525,1502.236,1394.972
242,2015.284,2336.755,1451.352,1951.96,1501.08,1393.769
242,2013.77,2335.04,1450.278,1950.273,1499.755,1392.606
242,2012.084,2333.128,1449.08,1948.667,1498.552,1391.529
242,2010.372,2331.05,1447.826,1946.737,1497.02,1390.116
243,,,,1490.195,1145.832,1064.128
243,1523.717,1766.671,1097.42,1482.034,1139.552,1058.309
243,1519.528,1761.832,1094.279,1479.309,1137.466,1056.308
243,1517.468,1759.322,1092.853,1477.591,1136.161,1054.99
243,1516.26,1757.99,1092.07,1476.396,1135.246,1054.206
243,1515.03,1756.585,1091.093,1475.32,1134.348,1053.498
243,1513.944,1755.332,1090.316,1473.93,1133.361,1052.595
243,1512.764,1754,1089.564,1472.85,1132.481,1051.74
243,1511.746,1752.776,1088.764,1471.814,1131.728,1051.02
243,1510.658,1751.475,1087.997,1470.561,1130.737,1050.208
243,1509.555,1750.258,1087.277,1469.505,1129.981,1049.398
244,,,,1020.856,784.875,728.992
244,1034.112,1198.862,744.704,1013.049,778.827,723.35
244,1029.704,1193.739,741.545,1009.936,776.399,721.104
244,1027.476,1191.1,739.944,1008.224,775.125,719.962
244,1026.016,1189.395,738.845,1007,774.169,719.08
244,1024.934,1188.153,738.131,1006.039,773.41,718.331
244,1024.058,1187.223,737.521,1005.049,772.659,717.746
244,1023.3,1186.254,737.018,1004.362,772.115,717.231
244,1022.731,1185.625,736.535,1003.851,771.733,716.817
244,1022.282,1185.066,736.261,1003.372,771.366,716.551
244,1021.805,1184.557,735.987,1002.844,770.934,716.142
245,,,,5007.167,3853.638,3592.093
245,4994.169,4814.616,3599.923,5016.673,3861.113,3598.459
245,4994.945,4815.306,3600.417,5012.387,3857.892,3595.419
245,4989.123,4809.885,3596.168,5004.702,3852.011,3590.169
245,4980.961,4801.979,3590.462,4995.911,3845.268,3583.749
245,4972.265,4793.66,3584.171,4986.45,3838.007,3577.086
245,4963.092,4784.72,3577.842,4976.436,3830.403,3569.937
245,4953.161,4775.226,3570.82,4965.971,3822.351,3563.069
245,4943.421,4766.011,3564.211,4955.99,3814.642,3555.949
245,4933.985,4756.78,3557.527,4946.089,3807.067,3549.119
245,4924.499,4747.773,3551.043,4936.357,3799.505,3542.284
246,,,,4457.542,3428.921,3182.398
246,4508.137,4343.849,3233.991,4445.822,3419.881,3174.053
246,4500.651,4336.551,3228.742,4439.214,3414.804,3169.15
246,4493.741,4329.941,3223.807,4431.64,3408.91,3163.658
246,4486.517,4322.926,3218.458,4424.206,3403.206,3158.522
246,4479.311,4316.012,3213.383,4416.933,3397.651,3153.549
246,4471.877,4308.965,3208.351,4409.467,3391.961,3148.085
246,4464.737,4302.068,3203.31,4402.251,3386.436,3143.335
246,4457.517,4295.003,3198.318,4394.851,3380.623,3137.695
246,4450.412,4288.23,3193.042,4387.766,3375.214,3132.873
246,4443.518,4281.668,3188.123,4380.809,3369.876,3127.942
247,,,,3998.807,3075.996,2855.421
247,4058.156,3910.193,2911.757,3991.713,3070.418,2849.922
247,4053.434,3905.525,2908.278,3987.225,3067.03,2846.869
247,4048.528,3900.932,2904.811,3981.921,3062.926,2842.995
247,4043.14,3895.721,2901.041,3976.224,3058.543,2839.03
247,4037.69,3890.517,2897.223,3970.565,3054.23,2835.19
247,4032.161,3885.189,2893.279,3964.847,3049.776,2831.055
247,4026.196,3879.425,2888.994,3958.376,3044.813,2826.337
247,4020.072,3873.556,2884.812,3952.592,3040.393,2822.256
247,4014.12,3867.897,2880.342,3946.681,3035.854,2818.222
247,4008.31,3862.25,2876.239,3941.047,3031.565,2814.193
248,,,,3491.092,2685.358,2493.006
248,3560.907,3431.017,2555.126,3484.074,2679.886,2487.92
248,3556.645,3426.876,2552.105,3479.971,2676.749,2484.987
248,3552.767,3423.178,2549.519,3476.156,2673.775,2482.147
248,3548.581,3419.118,2546.339,3471.78,2670.469,2479.177
248,3544.36,3414.997,2543.418,3467.385,2667.119,2476.169
248,3539.968,3410.798,2540.288,3462.989,2663.727,2473.17
248,3535.983,3406.941,2537.385,3458.743,2660.487,2470.063
248,3531.812,3402.871,2534.641,3454.506,2657.174,2467.084
248,3527.613,3398.911,2531.777,3450.36,2654.046,2464.341
248,3523.56,3395.032,2528.947,3446.04,2650.759,2461.073
249,,,,3009.734,2315.045,2149.633
249,3040.685,2929.653,2182.429,3001.763,2308.824,2143.846
249,3036.525,2925.685,2179.212,2998.212,2306.164,2141.459
249,3033.595,2922.811,2177.227,2995.244,2303.944,2139.175
249,3030.549,2919.897,2175.091,2992.098,2301.383,2137.065
249,3027.393,2916.788,2172.847,2988.69,2298.792,2134.65
249,3024.243,2913.842,2170.561,2985.469,2296.345,2132.326
249,3021.103,2910.752,2168.129,2982.225,2293.823,2130.002
249,3018.145,2907.897,2166.265,2979.091,2291.417,2127.744
249,3015.111,2905.024,2164.109,2976.014,2289.06,2125.691
249,3012.08,2902.137,2161.941,2972.845,2286.638,2123.269
250,,,,2489.093,1913.645,1773.023
250,2530.227,2436.754,1811.216,2481.138,1907.559,1767.343
250,2526.585,2433.297,1808.504,2478.745,1905.724,1765.473
250,2524.446,2431.135,1806.923,2476.366,1903.832,1763.704
250,2522.344,2429.147,1805.415,2474.265,1902.233,1762.387
250,2520.17,2427.085,1803.75,2471.975,1900.462,1760.828
250,2518.021,2424.997,1802.247,2469.618,1898.577,1758.959
250,2515.668,2422.685,1800.594,2467.146,1896.745,1757.296
250,2513.369,2420.514,1799.013,2464.857,1895.06,1755.648
250,2511.078,2418.246,1797.317,2462.413,1893.109,1753.877
250,2509.011,2416.27,1795.876,2460.292,1891.517,1752.467
